,RERA,BHK_NO.,SQUARE_FT,ADDRESS,TARGET(PRICE_IN_LACS)
22392,0,2,1190.47619,Lalitpur,180.0
18612,1,2,1190.377437,Bangalore,57.4
500,0,3,1190.322581,Siliguri,36.9
19827,0,2,1190.3137789999998,Chandigarh,34.9
11033,1,2,1190.23603,Pune,59.0
24402,0,2,1190.23603,Ghaziabad,59.0
25949,1,2,1190.233978,Noida,58.5
22869,1,2,1190.227605,Bhubaneswar,57.0
16412,0,2,1190.213798,Bhopal,54.0
27388,0,2,1190.208848,Pune,53.0
25569,1,2,1190.181007,Bangalore,48.0
19332,1,2,1190.168176,Nagpur,46.0
23113,1,2,1190.168176,Nagpur,46.0
22345,0,2,1190.146692,Bangalore,43.0
27503,1,2,1190.130624,Pune,82.0
3186,0,3,1190.126359,Secunderabad,40.5
26520,0,2,1190.121988,Maharashtra,80.0
12840,0,2,1190.121988,Mumbai,80.0
16800,0,2,1190.121988,Chennai,80.0
7190,1,2,1190.112908,Pune,78.0
28347,1,2,1190.108192,Pune,77.0
7007,0,2,1190.103351,Ranchi,38.0
3564,1,2,1190.098381,Bangalore,75.0
6148,0,3,1190.088034,Kolkata,73.0
24633,0,1,1190.082645,Surat,36.0
23083,1,2,1190.082645,Bangalore,72.0
27277,0,2,1190.0714039999998,Bangalore,70.0
13257,0,2,1190.0714039999998,Nagpur,35.0
1211,0,2,1190.06554,Nagpur,69.0
1292,1,2,1190.059503,Noida,68.0
2653,0,2,1190.059503,Maharashtra,170.0
22241,0,2,1190.0532859999998,Vadodara,33.5
16376,0,2,1190.046881,Nagpur,33.0
7841,0,2,1190.040278,Bangalore,65.0
28317,0,2,1190.040278,Margao,65.0
13470,0,2,1190.031153,Noida,95.5
14844,1,2,1190.028811,Chennai,95.0
26036,1,2,1190.019194,Bangalore,62.0
4099,0,2,1190.003967,Bangalore,60.0
26329,1,2,1190.003967,Noida,60.0
27553,0,2,1190.003967,Kolkata,90.0
19914,0,2,1190.003967,Rudrapur,30.0
22613,1,2,1190.0,Bangalore,59.5
13131,0,2,1189.908621,Bangalore,59.9
17538,0,2,1189.885969,Rudrapur,24.0
8670,1,2,1189.885969,Vapi,48.0
9201,0,2,1189.846642,Rudrapur,22.5
18560,0,2,1189.767995,Bangalore,60.0
7986,0,2,1189.7307449999998,Nellore,38.0
6851,0,2,1189.591078,Kakinada,32.0
9239,0,2,1189.510679,Bangalore,44.0
24797,0,2,1189.296333,Faridabad,36.0
16688,0,2,1189.282627,Bangalore,68.8
20584,0,2,1189.262657,Faridabad,35.0
16144,0,3,1189.262657,Chennai,35.0
6749,0,2,1189.169411,Faridabad,32.5
24119,1,2,1189.031243,Noida,52.9
23913,1,2,1188.888889,Jaipur,32.1
2334,0,3,1188.636634,Lalitpur,100.0
2324,0,2,1188.461538,Bangalore,61.8
4645,0,2,1188.242652,Raipur,38.0
11429,0,3,1188.237648,Noida,59.4
7833,1,2,1188.2352939999998,Jaipur,40.4
13216,0,2,1188.146491,Mumbai,170.0
27891,0,3,1188.051595,Goa,70.0
15081,0,3,1187.8835869999998,Lalitpur,120.0
5038,0,2,1187.87121,Bangalore,38.0
13787,0,2,1187.789524,Maharashtra,100.0
709,0,2,1187.172371,Kolkata,77.0
17680,0,2,1187.150838,Kolkata,85.0
8425,0,2,1187.119751,Chennai,80.0
4600,0,3,1187.08452,Chennai,50.0
29394,0,2,1187.024284,Bangalore,65.5
16172,0,3,1186.7088609999998,Mumbai,150.0
13529,0,3,1186.474194,Lalitpur,180.0
14600,0,3,1186.474194,Lalitpur,180.0
16168,1,2,1186.342593,Mohali,41.0
22746,0,2,1186.186186,Allahabad,47.4
21178,0,2,1186.131387,Surat,26.0
5013,0,3,1186.131387,Kolkata,130.0
13070,1,3,1186.131387,Pune,130.0
9279,0,2,1186.083289,Pune,90.0
20246,1,2,1185.692642,Lalitpur,180.0
12417,1,2,1185.6003449999998,Maharashtra,110.0
8084,0,2,1185.344828,Bhiwadi,33.0
5311,0,2,1185.313674,Lucknow,41.0
5772,0,3,1185.313674,Palghar,41.0
4000,0,3,1185.2260199999998,Kolkata,43.0
18200,0,3,1185.220729,Ranchi,49.4
11794,0,3,1185.214946,Chennai,59.0
18415,1,2,1185.164529,Mumbai,85.0
6113,1,2,1185.164529,Lalitpur,85.0
8254,0,2,1185.146168,Bangalore,90.0
369,0,2,1185.146168,Kolkata,90.0
19610,0,2,1185.08942,Maharashtra,110.0
8002,0,2,1185.08942,Indore,55.0
21815,1,2,1185.068141,Noida,60.0
4069,0,2,1185.067514,Bangalore,74.6
24076,1,2,1185.050137,Bangalore,52.0
2137,1,3,1185.037122,Mumbai,83.0
6478,1,2,1185.034705,Noida,70.0
2370,1,2,1185.034705,Noida,70.0
26247,0,2,1185.031185,Surat,28.5
7012,0,2,1185.015291,Bangalore,62.0
27373,1,2,1185.009628,Pune,80.0
10059,0,2,1185.009628,Pune,80.0
13745,0,2,1184.990125,Lalitpur,90.0
18033,1,2,1184.971098,Noida,61.5
5580,0,2,1184.963225,Bangalore,87.0
8174,1,3,1184.931507,Mumbai,86.5
8813,0,3,1184.91921,Noida,33.0
14288,1,3,1184.895833,Maharashtra,91.0
18691,0,2,1184.834123,Surat,17.5
3388,0,3,1184.834123,Jaipur,40.0
14454,0,2,1184.834123,Bangalore,45.0
14042,0,3,1184.810127,Siliguri,23.4
12710,0,2,1184.475806,Bharuch,23.5
16952,0,2,1184.313725,Surat,30.2
27132,0,2,1184.30792,Chennai,32.0
10934,1,2,1184.249482,Mumbai,120.0
26043,1,2,1184.249482,Maharashtra,120.0
28950,0,2,1184.210526,Jaipur,36.0
26895,0,2,1184.156799,Sonipat,29.0
1748,0,2,1184.099239,Goa,42.0
1030,0,2,1184.090909,Coimbatore,52.1
25391,0,2,1183.939602,Panaji,69.0
3237,0,2,1183.869774,Bangalore,160.0
11559,1,3,1183.664556,Pune,54.2
6000,0,3,1183.651805,Visakhapatnam,44.6
632,0,3,1183.522902,Jamshedpur,38.5
18168,1,2,1183.453905,Noida,63.8
13338,1,2,1183.338593,Lalitpur,150.0
28851,1,2,1183.19858,Mumbai,180.0
1738,0,2,1183.19858,Bangalore,60.0
15881,0,2,1183.166609,Guntur,34.3
12465,0,2,1183.151917,Pune,75.0
12991,0,3,1183.127572,Kolkata,46.0
19430,1,2,1183.098592,Bangalore,84.0
16028,0,2,1183.0819279999998,Secunderabad,80.0
3695,0,2,1183.020181,Chennai,68.0
20850,0,3,1182.866557,Ghaziabad,35.9
4229,1,3,1182.834475,Ghaziabad,32.8
4389,0,2,1182.832038,Maharashtra,140.0
7066,1,2,1182.108626,Lucknow,37.0
20852,1,2,1182.033097,Bangalore,90.0
17239,1,2,1182.033097,Bangalore,70.0
7576,1,2,1181.936041,Bangalore,54.7
19946,0,3,1181.16049,Mumbai,160.0
2472,0,2,1181.0558640000002,Lalitpur,100.0
24122,1,2,1181.047659,Bangalore,85.0
17274,0,2,1181.035937,Gurgaon,70.0
7,1,3,1181.012946,Mohali,52.0
20116,0,2,1180.869907,Maharashtra,120.0
2320,0,3,1180.637544,Bangalore,130.0
27,0,2,1180.412371,Mohali,22.9
22821,0,2,1180.376245,Hubli,32.0
867,0,2,1180.327869,Raipur,36.0
7959,0,2,1180.257511,Vapi,33.0
15393,0,2,1180.257511,Agra,22.0
15059,1,2,1180.208806,Bangalore,52.0
27545,1,2,1180.173092,Noida,60.0
7173,0,3,1180.173092,Noida,75.0
24432,0,2,1180.173092,Noida,30.0
11266,1,3,1180.173092,Bangalore,45.0
18595,0,2,1180.173092,Lalitpur,75.0
158,0,2,1180.173092,Bangalore,75.0
8514,0,3,1180.173092,Bangalore,45.0
20048,1,2,1180.149284,Bangalore,58.5
10598,0,3,1180.138054,Bangalore,53.0
10583,0,2,1180.134404,Bangalore,72.0
2563,1,2,1180.132279,Bangalore,91.0
6081,0,3,1180.124224,Bangalore,95.0
13060,0,3,1180.124224,Kolkata,57.0
12086,0,3,1180.124224,Kolkata,57.0
23969,0,2,1180.124224,Bangalore,57.0
21394,1,2,1180.106772,Maharashtra,84.0
14272,0,2,1180.106772,Guntur,42.0
17864,0,2,1180.092355,Bangalore,46.0
9493,0,2,1180.092355,Bangalore,46.0
13075,1,2,1180.080245,Lalitpur,150.0
25820,0,2,1180.080245,Noida,50.0
6021,0,2,1180.080245,Lalitpur,100.0
855,1,2,1180.080245,Lalitpur,100.0
27425,0,2,1180.05834,Ghaziabad,44.5
23725,0,2,1180.040459,Bangalore,70.0
17269,0,3,1180.040459,Bangalore,35.0
18062,0,2,1180.030257,Hubli,39.0
17919,1,2,1180.0219539999998,Mumbai,86.0
27984,0,2,1180.0219539999998,Ghaziabad,43.0
24854,0,2,1180.012041,Bangalore,98.0
27073,0,2,1180.004291,Pune,55.0
27445,1,2,1180.004291,Lalitpur,110.0
19217,0,2,1180.004291,Bangalore,55.0
10623,1,2,1180.004291,Noida,55.0
14578,0,3,1180.0,Mangalore,41.3
5390,0,3,1180.0,Kolkata,59.0
25188,0,2,1180.0,Kolkata,47.2
14557,0,2,1179.987413,Maharashtra,75.0
21226,1,2,1179.941003,Noida,48.0
4217,1,2,1179.941003,Noida,56.0
4713,1,2,1179.890561,Bangalore,69.0
10380,1,2,1179.887457,Bangalore,65.0
14864,1,2,1179.8777220000002,Lalitpur,110.0
2139,0,2,1179.856115,Bangalore,41.0
1040,0,2,1179.813594,Mysore,51.9
2350,0,3,1179.801793,Bangalore,50.0
1014,0,2,1179.673321,Bangalore,39.0
16593,1,3,1179.487179,Bangalore,46.0
20417,1,3,1179.487179,Bangalore,46.0
6943,0,2,1179.245283,Gandhinagar,30.0
9943,0,2,1179.245283,Gandhinagar,30.0
24044,0,2,1179.245283,Bangalore,55.0
18723,0,2,1179.1680310000002,Gandhinagar,36.0
28237,0,2,1179.166667,Secunderabad,56.6
1556,1,2,1179.166667,Noida,56.6
21860,0,2,1179.142801,Bangalore,59.7
12522,0,3,1179.025752,Maharashtra,190.0
10067,1,3,1178.9749470000002,Maharashtra,72.0
7798,0,3,1178.947368,Kolkata,44.8
8146,0,2,1178.606002,Pune,48.7
1074,0,2,1178.20324,Eluru,48.0
19636,1,2,1178.181818,Ghaziabad,32.4
21641,1,3,1178.146038,Lalitpur,91.0
12101,0,2,1178.054527,Jamnagar,35.0
25619,1,2,1178.032188,Bangalore,71.0
5902,0,2,1177.971925,Panaji,120.0
6257,0,2,1177.971925,Goa,120.0
8847,0,3,1177.777778,Siliguri,31.8
14228,0,2,1177.730193,Maharashtra,110.0
3638,0,2,1177.536232,Pune,130.0
27312,1,3,1177.3453960000002,Coimbatore,95.0
4043,0,3,1177.336277,Faridabad,80.0
6745,0,2,1177.226027,Bangalore,55.0
2743,0,2,1177.212529,Bangalore,56.0
17469,1,3,1177.163037,Ghaziabad,40.0
16500,0,2,1177.059855,Lucknow,47.0
28071,0,3,1177.005226,Vellore,51.8
13650,1,3,1176.948052,Mohali,43.5
23974,1,2,1176.93213,Lalitpur,180.0
8997,0,2,1176.792556,Kolkata,86.0
23966,0,2,1176.75901,Lucknow,48.0
21778,0,2,1176.74747,Bangalore,100.0
624,1,2,1176.683563,Bangalore,130.0
2000,1,2,1176.668914,Vijayawada,34.9
21800,0,2,1176.470588,Chennai,100.0
29026,0,2,1176.239182,Gulbarga,29.9
9885,0,2,1176.156108,Pune,88.0
16256,0,3,1176.1411369999998,Mumbai,84.0
9463,0,3,1176.124669,Kolkata,40.0
8966,0,2,1176.124669,Bhubaneswar,40.0
19046,0,2,1176.075269,Bangalore,35.0
8488,0,2,1176.03912,Lucknow,48.1
14682,0,2,1175.982291,Kolkata,85.0
18026,1,2,1175.89656,Bangalore,48.2
25934,0,2,1175.742574,Kolhapur,38.0
16911,0,2,1175.494399,Mumbai,170.0
9298,0,3,1175.406872,Jaipur,26.0
15341,0,2,1175.349428,Jaipur,37.0
25368,0,2,1175.318315,Surat,36.0
5141,1,3,1175.241577,Ghaziabad,45.0
20765,0,2,1175.241577,Bangalore,45.0
7389,0,3,1175.241577,Chennai,45.0
8967,0,3,1175.241577,Chennai,45.0
28246,1,2,1175.213675,Ghaziabad,33.0
21064,0,2,1175.213675,Bangalore,49.5
17810,1,2,1175.213675,Mumbai,110.0
10069,0,2,1175.213675,Thrissur,33.0
16170,0,2,1175.194359,Noida,65.0
17570,0,2,1175.194359,Bangalore,65.0
20588,0,2,1175.194359,Bangalore,65.0
13342,0,2,1175.184477,Bhubaneswar,43.0
2105,0,2,1175.184477,Bangalore,43.0
8597,0,2,1175.180194,Pune,75.0
4997,0,2,1175.166297,Bangalore,53.0
5265,1,2,1175.1538890000002,Pune,84.0
14177,0,2,1175.1538890000002,Bangalore,42.0
12302,0,2,1175.1538890000002,Visakhapatnam,42.0
18907,1,2,1175.1538890000002,Noida,42.0
12879,1,2,1175.141243,Ghaziabad,52.0
29436,1,2,1175.132676,Bangalore,62.0
324,0,3,1175.121811,Kolkata,41.0
11057,1,3,1175.092066,Noida,35.1
2582,0,3,1175.088132,Morbi,40.0
9946,0,2,1175.088132,Chennai,60.0
9397,0,2,1175.088132,Lalitpur,80.0
2920,1,2,1175.088132,Maharashtra,80.0
21222,1,2,1175.088132,Noida,50.0
24604,0,3,1175.088132,Ernakulam,50.0
4233,0,3,1175.088132,Dhanbad,20.0
5379,1,2,1175.088132,Mangalore,60.0
2928,0,2,1175.059952,Pune,98.0
3657,0,2,1175.05675,Bangalore,88.0
25331,0,2,1175.040519,Surat,29.0
20692,0,2,1175.020542,Jaipur,42.9
18530,1,3,1175.015461,Noida,38.0
21737,0,2,1175.015461,Vadodara,38.0
20927,0,2,1175.015461,Pune,95.0
21550,0,2,1175.0069119999998,Mumbai,85.0
20245,0,3,1175.0,Kottayam,47.0
4573,0,3,1175.0,Jamshedpur,28.2
4013,0,2,1174.989509,Bangalore,56.0
9628,0,3,1174.958693,Bangalore,64.0
23556,0,2,1174.934726,Mumbai,58.5
19936,0,2,1174.899866,Jaipur,44.0
16719,1,2,1174.875734,Mumbai,130.0
17940,1,2,1174.875734,Lalitpur,130.0
10359,0,2,1174.844506,Lalitpur,85.0
25249,0,2,1174.844506,Maharashtra,85.0
11825,1,2,1174.724867,Lalitpur,190.0
3761,0,2,1174.652241,Jaipur,38.0
1185,0,3,1174.611535,Guwahati,44.6
5168,1,2,1174.287411,Lalitpur,79.1
4567,1,3,1174.285714,Noida,41.1
35,0,3,1174.210077,Chennai,55.0
21494,1,2,1174.1682970000002,Bangalore,60.0
11270,0,2,1174.148267,Bangalore,80.3
15426,0,2,1174.132948,Bangalore,65.0
14738,1,2,1174.114234,Mumbai,170.0
27883,0,2,1174.10265,Bangalore,70.0
26083,1,2,1174.089069,Noida,58.0
11235,0,2,1174.084748,Bangalore,110.0
22496,1,3,1174.027935,Noida,31.1
1837,0,2,1173.862006,Bangalore,90.0
17614,0,2,1173.738653,Bangalore,55.6
23769,0,3,1173.6252550000002,Bangalore,46.1
6262,0,2,1173.295788,Goa,100.0
12180,1,2,1173.269852,Bangalore,69.0
25988,0,3,1173.184358,Dhanbad,25.2
26372,0,3,1173.170732,Bangalore,48.1
22346,0,2,1173.17011,Bangalore,46.0
23598,1,2,1173.156587,Bangalore,70.8
982,1,2,1173.062998,Bangalore,81.0
416,0,2,1173.020528,Chennai,84.0
15728,1,2,1172.969188,Pune,67.0
10593,0,2,1172.861783,Bangalore,65.0
29224,0,3,1172.755977,Jaipur,26.0
28682,0,2,1172.727273,Surat,38.7
21168,0,2,1172.48567,Surat,22.5
10036,1,2,1172.457898,Lalitpur,110.0
26546,0,3,1172.418847,Mumbai,160.0
19351,1,2,1172.413793,Lalitpur,170.0
24904,0,2,1172.370089,Bangalore,37.0
13908,0,2,1172.332943,Surat,40.0
27449,0,2,1172.256594,Indore,36.0
12661,1,2,1172.208014,Noida,55.0
10974,0,2,1172.180255,Guwahati,45.0
13016,0,2,1172.180255,Ghaziabad,45.0
10853,1,2,1172.148355,Noida,67.0
2725,0,2,1172.1366380000002,Indore,35.0
19890,0,2,1172.1366380000002,Indore,35.0
11834,0,2,1172.103927,Pune,60.0
1451,0,2,1172.065766,Pune,72.0
19421,0,2,1172.03851,Nagpur,28.0
23358,1,2,1171.833387,Pune,110.0
3240,0,2,1171.833387,Lalitpur,110.0
8477,1,2,1171.833387,Bangalore,110.0
26481,1,2,1171.830986,Surat,41.6
22948,0,2,1171.652422,Bangalore,65.8
6157,0,2,1171.600406,Lalitpur,150.0
13144,0,2,1171.450088,Mumbai,140.0
4757,0,2,1171.450088,Maharashtra,140.0
6953,0,2,1171.444322,Lalitpur,170.0
26939,0,2,1171.444322,Maharashtra,170.0
13978,1,2,1171.428571,Surat,41.0
4634,0,2,1171.303075,Bhubaneswar,32.0
6011,0,2,1171.20954,Bangalore,55.0
24111,0,2,1171.193621,Lucknow,47.0
10486,0,2,1171.188757,Bangalore,60.0
8662,0,2,1171.1711710000002,Bangalore,65.0
29132,1,3,1171.147192,Pune,88.0
12033,1,2,1171.1371359999998,Noida,62.0
5399,0,2,1171.123929,Pune,67.0
10811,1,2,1171.06567,Mumbai,130.0
7043,0,2,1170.874497,Jaipur,32.0
12783,0,3,1170.606665,Kolkata,41.1
27107,1,2,1170.365068,Nagpur,32.7
10234,0,3,1170.331718,Durgapur,31.4
8513,0,2,1170.327692,Gwalior,32.5
8895,0,2,1170.311056,Jaipur,38.0
28807,0,2,1170.275015,Bangalore,40.0
25009,0,2,1170.275015,Bangalore,40.0
5005,0,2,1170.246874,Mangalore,36.5
9162,1,2,1170.246874,Chandigarh,36.5
5290,0,2,1170.242407,Hubli,42.0
29271,1,2,1170.242407,Ghaziabad,42.0
12693,0,2,1170.242407,Visakhapatnam,42.0
12836,0,2,1170.212766,Nagpur,33.0
17381,0,2,1170.212766,Surat,22.0
17775,0,2,1170.212766,Surat,22.0
19104,0,2,1170.212766,Mumbai,110.0
12479,0,3,1170.212766,Kolkata,33.0
9236,0,2,1170.194459,Bangalore,68.0
9480,0,2,1170.194459,Bangalore,68.0
23396,0,2,1170.194459,Chennai,68.0
2555,0,3,1170.177198,Bhopal,35.0
19864,0,2,1170.177198,Bangalore,35.0
5503,0,2,1170.177198,Amritsar,35.0
23878,0,2,1170.177198,Visakhapatnam,35.0
25499,1,2,1170.177198,Noida,70.0
9754,0,2,1170.160897,Bangalore,48.0
11835,0,2,1170.154185,Nagpur,85.0
19520,0,2,1170.154185,Nagpur,85.0
26980,0,2,1170.145478,Indore,37.0
4656,0,2,1170.138076,Ghaziabad,50.0
21697,0,3,1170.138076,Kolkata,50.0
24860,0,2,1170.128846,Maharashtra,89.0
10937,0,2,1170.128846,Mumbai,89.0
15886,0,2,1170.117012,Nagpur,39.0
15421,0,2,1170.117012,Bangalore,65.0
1696,0,2,1170.117012,Bangalore,65.0
16266,0,2,1170.117012,Mangalore,39.0
6677,0,2,1170.103847,Ghaziabad,80.0
27742,0,2,1170.094839,Maharashtra,95.0
928,1,2,1170.094839,Maharashtra,95.0
4379,1,2,1170.091324,Ghaziabad,82.0
21708,0,2,1170.091324,Pune,82.0
19522,1,3,1170.088288,Lalitpur,110.0
14382,0,2,1170.079398,Maharashtra,84.0
299,1,3,1170.074459,Lalitpur,99.0
13629,0,2,1170.073945,Mohali,26.9
9979,1,2,1170.068027,Gandhinagar,43.0
3958,0,2,1170.062538,Bangalore,58.0
6265,0,2,1170.062538,Bangalore,58.0
4759,0,2,1170.0468019999998,Visakhapatnam,52.5
28240,0,2,1170.0468019999998,Bangalore,75.0
5419,0,3,1170.0468019999998,Kolkata,45.0
24389,1,2,1170.0468019999998,Lalitpur,90.0
7826,0,2,1170.0468019999998,Lalitpur,75.0
25908,0,3,1170.0468019999998,Chennai,60.0
15534,0,2,1170.018282,Nagpur,32.0
3397,1,3,1170.018282,Lalitpur,96.0
25376,0,2,1170.013,Bangalore,81.0
26119,0,2,1170.005318,Bangalore,66.0
5113,0,2,1170.00117,Bangalore,100.0
4132,0,3,1170.0,Kolkata,35.1
11341,0,3,1169.993118,Lucknow,85.0
17426,0,2,1169.977925,Coimbatore,53.0
28673,0,2,1169.963837,Bangalore,55.0
23444,0,2,1169.950739,Gandhinagar,38.0
2262,0,2,1169.916435,Kadi,21.0
16355,0,2,1169.826543,Ghaziabad,58.0
27336,0,2,1169.692737,Surat,33.5
20859,0,2,1169.465649,Bhagalpur,38.3
18277,0,2,1169.296987,Pune,97.8
16414,1,2,1169.137,Pune,84.4
27071,0,2,1169.13484,Jaipur,30.0
22561,0,3,1169.113649,Kolkata,43.0
9055,0,2,1169.064748,Bangalore,65.0
25074,0,2,1169.064748,Bhiwadi,32.5
25043,0,3,1169.047619,Kolkata,49.1
20365,0,3,1169.009256,Bangalore,68.2
10024,0,3,1168.923735,Chennai,49.2
28504,0,3,1168.888889,Kolkata,52.6
17785,1,2,1168.861529,Maharashtra,150.0
24423,1,2,1168.861529,Mumbai,150.0
6436,0,2,1168.809484,Goa,70.0
20129,1,2,1168.793221,Lalitpur,120.0
13068,0,2,1168.571429,Guntur,40.9
28954,0,3,1168.316832,Ranchi,35.4
28975,0,2,1168.224299,Noida,100.0
9516,0,3,1168.184161,Bangalore,68.0
17263,1,3,1168.133323,Lalitpur,150.0
11595,0,3,1168.07611,Bangalore,44.2
7237,0,2,1167.901545,Bangalore,93.0
17404,0,2,1167.7814939999998,Bangalore,41.9
22388,0,2,1167.618059,Mumbai,180.0
5713,1,2,1167.618059,Lalitpur,180.0
16390,1,2,1167.618059,Lalitpur,180.0
16983,0,2,1167.618059,Lalitpur,180.0
20168,0,3,1167.567568,Chennai,43.2
24227,0,3,1167.315175,Durgapur,30.0
27450,0,2,1167.232598,Bangalore,55.0
16894,0,2,1167.13352,Mumbai,150.0
9701,0,3,1167.112697,Pune,78.5
12805,1,2,1167.0313640000002,Maharashtra,160.0
4346,0,2,1166.666667,Jabalpur,17.5
2645,0,3,1166.407465,Chennai,120.0
10303,0,3,1166.407465,Goa,120.0
14834,0,2,1166.373239,Vadodara,26.5
23735,0,2,1166.180758,Bangalore,60.0
621,0,2,1166.180758,Bangalore,60.0
1917,0,2,1166.180758,Bangalore,68.0
5511,0,2,1166.128454,Mumbai,130.0
6638,1,2,1166.105209,Belgaum,45.0
11036,0,3,1166.105209,Kolkata,45.0
398,0,2,1166.039111,Bangalore,96.0
23557,1,2,1165.892099,Bangalore,57.7
28081,0,2,1165.740931,Lalitpur,170.0
26049,0,2,1165.740931,Mumbai,170.0
12720,0,3,1165.740931,Maharashtra,170.0
20668,0,3,1165.660998,Maharashtra,170.0
9353,1,2,1165.660998,Maharashtra,170.0
17437,1,2,1165.660998,Lalitpur,170.0
21693,0,3,1165.660998,Mumbai,170.0
20675,1,2,1165.331391,Vadodara,32.0
18224,0,2,1165.331391,Bahadurgarh,32.0
13051,0,3,1165.311653,Kolkata,43.0
14718,0,2,1165.286722,Bhiwadi,38.0
16124,1,2,1165.286722,Faridabad,38.0
5584,0,2,1165.254237,Lalitpur,110.0
23498,0,2,1165.1816310000002,Bahadurgarh,34.0
4149,0,3,1165.1816310000002,Noida,51.0
10327,0,2,1165.1816310000002,Ghaziabad,51.0
3315,0,2,1165.161666,Bangalore,80.0
14280,0,2,1165.14691,Maharashtra,92.0
574,0,2,1165.13904,Bangalore,75.0
5853,0,2,1165.126557,Bhiwadi,29.0
28685,0,2,1165.121523,Bangalore,93.0
24050,0,2,1165.113182,Bahadurgarh,35.0
6518,1,2,1165.110357,Noida,54.9
7726,0,2,1165.106552,Bangalore,58.5
10426,0,3,1165.101775,Lalitpur,170.0
1702,0,2,1165.09379,Lalitpur,100.0
25487,0,2,1165.077924,Bangalore,77.0
14010,1,2,1165.076822,Lalitpur,160.0
5829,1,2,1165.076822,Maharashtra,160.0
1936,0,2,1165.048544,Bhiwadi,30.0
25104,0,2,1165.048544,Lalitpur,180.0
6942,0,2,1165.048544,Mumbai,180.0
8052,0,2,1165.048544,Bhiwadi,30.0
1101,1,2,1165.02779,Noida,54.5
4172,1,2,1165.00092,Lalitpur,190.0
6301,0,2,1165.00092,Mumbai,190.0
9034,1,2,1164.973141,Mumbai,180.0
21122,0,2,1164.940828,Bhiwadi,31.5
19934,0,2,1164.897748,Mumbai,90.0
2584,0,2,1164.835165,Bahadurgarh,26.5
25779,1,2,1164.725458,Noida,49.0
1789,0,2,1164.64181,Bhiwadi,27.8
11529,1,2,1164.486382,Noida,54.3
6266,1,2,1164.483261,Maharashtra,120.0
20907,1,2,1164.483261,Bangalore,64.0
19242,1,2,1164.144354,Bangalore,60.0
10048,0,2,1164.040115,Bangalore,65.0
5194,0,3,1163.636364,Nainital,160.0
16449,1,2,1163.636364,Lalitpur,160.0
553,0,2,1163.636364,Mumbai,160.0
14467,1,2,1163.636364,Mumbai,160.0
25425,1,2,1163.636364,Maharashtra,160.0
13539,1,2,1163.636364,Mumbai,160.0
4102,0,2,1163.56383,Lalitpur,140.0
13477,1,2,1163.467132,Lalitpur,140.0
2849,1,2,1163.384391,Ghaziabad,31.9
4834,0,2,1163.331782,Kolkata,100.0
23654,0,2,1163.170163,Bangalore,49.9
28953,0,2,1163.137489,Bangalore,78.0
9320,0,2,1163.112711,Jaipur,42.0
28201,0,2,1163.101604,Pune,87.0
2467,0,2,1163.050772,Bangalore,52.0
22705,0,3,1163.027953,Guwahati,57.0
19329,0,2,1163.023862,Bangalore,58.0
25288,0,2,1163.019909,Bangalore,59.0
15215,0,3,1163.016088,Lalitpur,120.0
9114,1,2,1163.016088,Bangalore,60.0
2282,1,3,1162.913627,Lalitpur,110.0
15436,1,3,1162.913627,Mumbai,110.0
12271,0,2,1162.855549,Noida,41.7
26248,0,2,1162.790698,Bangalore,58.0
13463,1,2,1162.718204,Noida,37.3
5701,0,1,1162.582722,Ghaziabad,65.0
27813,0,2,1162.576121,Goa,63.0
22138,0,2,1162.401339,Goa,48.6
27414,0,2,1162.17644,Lalitpur,110.0
24128,0,3,1162.166994,Bangalore,65.0
19593,0,2,1162.115049,Jaipur,40.0
8686,0,2,1161.971831,Bangalore,99.0
4015,0,2,1161.784288,Bhiwadi,34.9
12066,0,2,1161.369193,Jaipur,19.0
14996,0,2,1161.350263,Pune,150.0
6253,0,2,1161.350263,Lalitpur,150.0
6847,0,2,1161.072409,Bangalore,55.0
11078,0,2,1161.068045,Bangalore,67.4
12015,0,2,1161.061349,Bangalore,68.7
11810,1,2,1160.934552,Maharashtra,160.0
19954,0,2,1160.915834,Gandhinagar,36.0
13729,1,3,1160.89613,Lalitpur,91.2
6906,1,3,1160.862355,Kanpur,42.0
1253,0,2,1160.862355,Gandhinagar,42.0
8422,1,3,1160.811695,Pune,53.2
12405,0,2,1160.513527,Maharashtra,160.0
23200,1,2,1160.46832,Kota,33.7
14787,0,2,1160.381268,Vadodara,28.0
19159,0,2,1160.3375529999998,Aurangabad,38.5
7296,0,2,1160.247266,Bangalore,48.8
21045,0,2,1160.220994,Nagpur,42.0
26249,0,2,1160.220994,Mangalore,42.0
12388,0,2,1160.196341,Jaipur,26.0
7357,1,2,1160.182535,Lalitpur,150.0
15235,1,2,1160.162724,Pune,77.0
8171,0,2,1160.162724,Pune,77.0
1232,0,2,1160.140874,Bangalore,56.0
18501,0,2,1160.140874,Bangalore,56.0
8195,0,2,1160.128225,Pune,76.0
12482,1,2,1160.128225,Bangalore,76.0
19284,0,2,1160.104987,Noida,44.2
8145,0,2,1160.092807,Noida,80.0
20121,1,2,1160.092807,Lalitpur,120.0
350,0,2,1160.092807,Bangalore,45.0
2877,1,2,1160.092807,Mumbai,65.0
2333,0,3,1160.092807,Kolkata,55.0
26453,0,2,1160.092807,Bilaspur,30.0
7940,0,2,1160.092807,Mumbai,80.0
12565,0,2,1160.092807,Pune,75.0
12215,0,3,1160.092807,Kochi,35.0
